CustomerID,Age,Annual Income ($),Spending Score (1-100),Work Experience,Family Size,Gender_Male,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Cluster,PCA1,PCA2
-1.728023442186189,-1.0523450022711307,-2.0866745311477546,-0.43185041220777354,-0.7878366304527769,0.12335800599227732,True,False,False,False,False,True,False,False,False,2,-2.687533570110096,-0.012134885838958888
-1.7262942254524554,-0.9819414502066202,-1.6502048356717105,1.0697554238784939,-0.2783421500052842,-0.3848149117746515,True,False,True,False,False,False,False,False,False,2,-2.426290812133328,-1.1506967927445508
-1.7245650087187216,-1.0171432262388753,-0.5372071122077983,-1.611683569132698,-0.7878366304527769,-1.401160747308509,False,False,True,False,False,False,False,False,False,2,-2.360373981801886,0.3582642168120047
-1.722835791984988,-0.9115378981421096,-1.1264412011004576,0.9267453442512303,-1.0425838706765231,-0.8929878295415803,False,False,False,False,False,False,False,True,False,2,-2.4837604436207923,-1.0166144749587336
-1.7211065752512542,-0.6299236898840674,-1.5847343813503039,-0.39609789230095765,-0.5330893902290306,1.139703841526135,False,False,False,True,False,False,False,False,False,2,-1.8743381233286331,0.2756327084472659
-1.7193773585175205,-0.9467396741743649,-1.14826468587426,0.8909928243444145,-1.0425838706765231,-0.8929878295415803,False,False,False,False,False,False,False,False,False,2,-2.501130319211278,-1.0154259624956907
-1.7176481417837866,-0.4891165857550463,-1.7374987747669193,-1.611683569132698,-0.7878366304527769,-0.3848149117746515,False,False,False,False,False,True,False,False,False,2,-2.616783029415897,1.0407453576264107
-1.7159189250500528,-0.9115378981421096,-0.5808540817554027,1.5345381826671005,-0.7878366304527769,-0.3848149117746515,False,False,False,False,False,True,False,False,False,2,-1.8782594967708888,-1.471864385869187
-1.7141897083163191,0.5317349191803566,-0.2971487796959741,-1.7189411288531458,-1.0425838706765231,-0.3848149117746515,True,False,True,False,False,False,False,False,False,2,-1.6640596397632315,1.6720466504681752
-1.7124604915825854,-0.6651254659163227,-0.2753252949221719,0.747982744717151,-0.7878366304527769,0.12335800599227732,False,False,False,False,False,False,False,False,False,2,-1.4926555475555419,-0.7675600745492225
-1.7107312748488517,0.6373402472771225,-2.261262409338172,-1.3256634098781708,-0.7878366304527769,-0.3848149117746515,True,False,True,False,False,False,False,False,False,2,-2.7474324965591985,1.7395781049807615
-1.709002058115118,-0.4891165857550463,-0.3844427187911829,1.71330078220118,-0.023594909781537842,0.12335800599227732,False,False,False,False,False,True,False,False,False,2,-1.306839930354566,-1.3828083522691406
-1.7072728413813842,0.320524262986825,-0.6681480208506115,-1.289910889971355,-1.0425838706765231,0.6315309237592062,False,False,False,False,True,False,False,False,False,2,-1.519551542266684,1.4243695584243148
-1.7055436246476505,-0.8763361221098543,-0.4280896883387873,0.9267453442512303,-0.7878366304527769,-1.401160747308509,False,False,False,False,False,False,False,True,False,2,-2.1750671647258426,-1.2020932003602702
-1.7038144079139168,-0.41871303369053575,-1.9993805920525456,-1.3614159297849868,-1.0425838706765231,-1.401160747308509,True,True,False,False,False,False,False,False,False,2,-3.188801715611324,0.8849889358627834
-1.7020851911801829,-0.9467396741743649,-1.3010290792908752,0.9982503840648622,-0.7878366304527769,-0.8929878295415803,True,False,False,False,False,True,False,False,False,2,-2.5147277931958234,-1.1062914106772272
-1.7003559744464491,-0.4891165857550463,-1.7811457443145238,-0.5748604918350371,1.2501412913371939,0.6315309237592062,False,False,False,False,False,False,True,False,False,2,-1.7108971195060554,0.1503329931973774
-1.6986267577127154,-1.0171432262388753,-0.4717366578863917,0.5334676252762556,-0.7878366304527769,1.139703841526135,True,False,False,False,False,True,False,False,False,2,-1.282047244359347,-0.7248702887016759
-1.6968975409789817,0.10931360679329337,-1.9775571072787435,-0.7893756112759325,-0.7878366304527769,0.12335800599227732,True,False,False,True,False,False,False,False,False,2,-2.4395933084201684,1.0352556827519792
-1.695168324245248,-0.4891165857550463,-1.060970746779051,1.677548262294364,-1.0425838706765231,-1.401160747308509,False,False,False,False,False,False,False,False,False,2,-2.5274624912137496,-1.2737323021181466
-1.6934391075115143,-0.4891165857550463,-0.31897226446977633,-0.5748604918350371,2.014383012008433,-1.401160747308509,True,False,False,False,False,False,True,False,False,2,-1.399133780767625,-0.4513600823482077
-1.6917098907777806,-0.8411343460775991,-2.3267328636595788,0.7837352646239668,-0.2783421500052842,0.12335800599227732,True,False,False,False,False,True,False,False,False,2,-2.608510591748625,-0.7010499509952945
-1.6899806740440468,-0.10189704940023828,-1.497440442255095,-1.6474360890395139,2.2691302522321792,-0.8929878295415803,False,False,False,False,False,False,False,False,False,2,-1.8289898017264532,0.7148376520144099
-1.6882514573103131,-0.6299236898840674,-0.8645593838148313,0.7837352646239668,0.2311523304422085,-0.8929878295415803,True,False,False,False,False,False,False,False,False,2,-1.9507473688644732,-0.98083960174822
-1.6865222405765792,0.17971715885780393,-0.9518533229100401,-1.3256634098781708,-0.7878366304527769,-0.3848149117746515,False,False,False,False,True,False,False,False,False,2,-2.0152138873985956,1.218031913097459
-1.6847930238428455,-0.700327241948578,-1.279205594517073,1.10550794378531,-0.7878366304527769,-0.3848149117746515,True,False,False,False,False,False,False,False,False,2,-2.2599450062145836,-0.9392380871920204
-1.6830638071091117,-0.13709882543249355,-0.9300298381362379,-0.6821180515554848,1.2501412913371939,2.1560496770599924,False,False,False,False,False,True,False,False,False,2,-0.5704045753007029,0.5359710310220872
-1.681334590375378,-0.4891165857550463,-0.7117949903982159,0.3547050257421761,-0.7878366304527769,-0.3848149117746515,True,False,False,False,False,False,False,False,False,2,-1.9111939742895496,-0.38542278144034753
-1.6796053736416443,-0.31310770559376994,-2.021204076826348,-0.7178705714623007,-1.0425838706765231,-1.401160747308509,False,False,False,False,False,False,False,False,False,2,-3.1485049161888266,0.5467761169109718
-1.6778761569079106,-0.9115378981421096,-1.9775571072787435,1.2842705433193893,0.2311523304422085,0.12335800599227732,False,False,False,False,False,False,False,False,False,2,-2.25721934294193,-1.2154444196099203
-1.6761469401741769,0.39092781505133556,-1.5629108965765017,-1.6831886089463297,-1.0425838706765231,-0.3848149117746515,True,False,False,False,False,False,False,False,False,2,-2.41871373684143,1.7353706829520281
